id,title,owner,status,project_id,project_name,stage,prd_path,tech_solution_path,project_path,git_repo,prj_url,deployment_branch,prd_confirmation,tech_expectations,acceptance,research_direction,last_update,engine,target,game_type,notes
P-20250417-001,prj-proposals-manager,,active,PRJ-20260417-001,prj-proposals-manager,proposal,,,,https://github.com/YeLuo45/prj-proposals-manager,https://yeluo45.github.io/prj-proposals-manager,,,,accepted,,2026-05-03,,,,
P-20260505-077,p-20260505-077,,archived,PRJ-20260417-001,prj-proposals-manager,proposal,,,,,,,,,,,2026-04-16,,,,
P-20260503-028,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,pending,,,,2026-05-03,,,,
P-20260503-038,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-03,,,,
P-20260503-039,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-03,,,,
P-20260503-040,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-03,,,,
P-20260503-041,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-03,,,,
P-20260503-042,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-03,,,,
P-20260503-043,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-03,,,,
P-20260503-044,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-03,,,,
P-20260503-045,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-03,,,,
P-20260503-046,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-03,,,,
P-20260503-047,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-03,,,,
P-20260503-048,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-03,,,,
P-20260504-049,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-04,,,,
P-20260504-050,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-04,,,,
P-20260504-051,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-04,,,,
P-20260504-052,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-04,,,,
P-20260504-053,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-04,,,,
P-20260504-054,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-04,,,,
P-20260504-055,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-04,,,,
P-20260504-056,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-04,,,,
P-20260504-057,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-04,,,,
P-20260504-058,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-04,,,,
P-20260504-059,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-04,,,,
P-20260504-060,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-04,,,,
P-20260504-061,creative-drawing-board,,in_dev,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,,,2026-05-04,,,,
P-20260504-062,creative-drawing-board,,active,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,小墨于2026-05-04自行验收通过,,2026-05-04,,,,
P-20260504-063,creative-drawing-board,,active,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,小墨于2026-05-04自行验收通过,,2026-05-04,,,,
P-20260504-064,creative-drawing-board,,active,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,小墨于2026-05-04自行验收通过,,2026-05-04,,,,
P-20260504-065,creative-drawing-board,,active,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,小墨于2026-05-04自行验收通过,,2026-05-04,,,,
P-20260504-066,creative-drawing-board,,active,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,小墨于2026-05-04自行验收通过,,2026-05-04,,,,
P-20260504-067,creative-drawing-board,,active,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,小墨于2026-05-04自行验收通过,,2026-05-04,,,,
P-20260504-068,creative-drawing-board,,active,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,小墨于2026-05-04自行验收通过,,2026-05-04,,,,
P-20260504-069,creative-drawing-board,,active,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,小墨于2026-05-04自行验收通过,,2026-05-04,,,,
P-20260505-078,creative-drawing-board,,active,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,小墨于2026-05-05自行验收通过,,2026-05-05,,,,
P-20260506-079,creative-drawing-board,,active,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,小墨于2026-05-06自行验收通过,,2026-05-06,,,,
P-20260506-080,creative-drawing-board,,active,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,小墨于2026-05-06自行验收通过,,2026-05-06,,,,
P-20260506-081,creative-drawing-board,,active,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,小墨于2026-05-06自行验收通过,,2026-05-06,,,,
P-20260506-082,creative-drawing-board,,active,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,小墨于2026-05-06自行验收通过,,2026-05-06,,,,
P-20260506-083,creative-drawing-board,,active,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,小墨于2026-05-06自行验收通过,,2026-05-06,,,,
P-20260506-084,creative-drawing-board,,active,PRJ-20260418-002,creative-drawing-board,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,,,小墨于2026-05-06自行验收通过,,2026-05-06,,,,
P-20250420-001,snake-battle,,active,PRJ-20260420-001,snake-battle,proposal,,,,https://github.com/YeLuo45/snake-battle,https://yeluo45.github.io/snake-battle,,,,,,2026-04-20,,,,
P-20260503-021,snake-battle,,active,PRJ-20260420-001,snake-battle,proposal,,,,https://github.com/YeLuo45/snake-battle,https://yeluo45.github.io/snake-battle,,,,小墨于2026-05-03自行验收通过,,2026-05-03,,,,
P-20260503-022,creative-drawing-board,,active,PRJ-20260420-001,snake-battle,proposal,,,,https://github.com/YeLuo45/creative-drawing-board,https://yeluo45.github.io/creative-drawing-board,,confirmed,timeout-approved（技术栈继承 V1：HTML5 Canvas + Vanilla JS 单文件，零外部依赖）,小墨于2026-05-03自行验收通过,,2026-05-03,,,,
P-20260503-023,snake-battle-v4-成就系统-赛季通行证,,active,PRJ-20260420-001,snake-battle,proposal,,,,,,,timeout-approved,timeout-approved（技术栈继承V1-V3：Canvas + Vanilla JS + React/Vite，localStorage持久化）,pending,,2026-05-03,,,,
P-20260412-008,ai-subscription,,active,PRJ-20260412-008,ai-subscription,proposal,,,,https://github.com/YeLuo45/ai-subscription,https://yeluo45.github.io/ai-subscription,,,,accepted,,2026-04-12,,,,
P-20260502-017,ai-subscription-大模型调用层升级-llm-design-dev,,in_dev,PRJ-20260412-008,ai-subscription,proposal,,,,,,,,timeout-approved,,timeout-approved（倒计时到期2026-05-02），默认通过处理；Technical Stack: ai SDK + @ai-sdk/openai + @ai-sdk/anthropic + @ai-sdk/google + partial-json + jsonrepair,2026-05-15,,,,
P-20260505-005,ai-subscription-订阅源自定义刷新间隔,,in_dev,PRJ-20260412-008,ai-subscription,proposal,,,,,,,,,,,2026-05-05,,,,
P-20260505-006,ai-subscription-社交分享,,in_dev,PRJ-20260412-008,ai-subscription,proposal,,,,,,,,,,,2026-05-05,,,,
P-20260505-007,ai-subscription-全文检索增强,,in_dev,PRJ-20260412-008,ai-subscription,proposal,,,,,,,,,,,2026-05-05,,,,
P-20260505-008,ai-subscription-主题定制-深色模式,,in_dev,PRJ-20260412-008,ai-subscription,proposal,,,,,,,,,,,2026-05-05,,,,
P-20260505-009,ai-subscription-国际化-i18n,,in_dev,PRJ-20260412-008,ai-subscription,proposal,,,,,,,,,,,2026-05-05,,,,
P-20260505-010,ai-subscription-键盘快捷键,,in_dev,PRJ-20260412-008,ai-subscription,proposal,,,,,,,,,,,2026-05-05,,,,
P-20260505-011,ai-subscription-数据统计面板,,in_dev,PRJ-20260412-008,ai-subscription,proposal,,,,,,,,,,,2026-05-05,,,,
P-20260505-013,ai-subscription,,active,PRJ-20260412-008,ai-subscription,proposal,,,,https://github.com/YeLuo45/ai-subscription,https://yeluo45.github.io/ai-subscription,,timeout-approved,,accepted,,2026-05-06,,,,
P-20260506-001,ai-subscription,,active,PRJ-20260412-008,ai-subscription,proposal,,,,,,,boss-selected-P0,pending,accepted,,2026-05-06,,,,
P-20260506-002,ai-subscription,,active,PRJ-20260412-008,ai-subscription,proposal,,,,,,,boss-selected-P0,pending,accepted,,2026-05-06,,,,
P-20260506-003,ai-subscription,,active,PRJ-20260412-008,ai-subscription,proposal,,,,,,,boss-selected-P0,pending,accepted,,2026-05-06,,,,
P-20260506-004,ai-subscription,,active,PRJ-20260412-008,ai-subscription,proposal,,,,,,,boss-selected-P1,pending,accepted,,2026-05-06,,,,
P-20260506-005,ai-subscription,,active,PRJ-20260412-008,ai-subscription,proposal,,,,,,,boss-selected-P2,pending,accepted,,2026-05-06,,,,
P-20260506-006,ai-subscription,,active,PRJ-20260412-008,ai-subscription,proposal,,,,,,,boss-selected-P2,pending,accepted,,2026-05-06,,,,
P-20260506-007,ai-subscription,,active,PRJ-20260412-008,ai-subscription,proposal,,,,,,,boss-selected-P2,pending,accepted,,2026-05-06,,,,
P-20260506-008,ai-subscription,,active,PRJ-20260412-008,ai-subscription,proposal,,,,,,,confirmed,pending,accepted,,2026-05-06,,,,
P-20260506-009,ai-subscription,,active,PRJ-20260412-008,ai-subscription,proposal,,,,,,,confirmed,pending,accepted,,2026-05-06,,,,
P-20260506-010,pixel-pal-web,,in_dev,PRJ-20260420-002,pixel-pal-web,proposal,,,,,,,confirmed,,pending,,2026-05-06,,,,
P-20260507-001,pixel-pal-web,,active,PRJ-20260420-002,pixel-pal-web,proposal,,,,,,,,,accepted,,2026-05-07,,,,
P-20260507-002,pixel-pal-web,,active,PRJ-20260420-002,pixel-pal-web,proposal,,,,,,,,,accepted,,2026-05-07,,,,
P-20260507-003,pixel-pal-web,,active,PRJ-20260420-002,pixel-pal-web,proposal,,,,,,,,,accepted,,2026-05-07,,,,
P-20260511-001,astrbot-design,,active,PRJ-20260511-003,astrbot-design,proposal,,,,https://github.com/Sonic-Yoda/AstrBot,,,,,pending,,2026-05-11,,,,
P-20260511-002,autoagent-design,,active,PRJ-20260511-004,autoagent-design,proposal,,,,https://github.com/SINOG2/AutoAgent,,,,,pending,,2026-05-11,,,,
P-20260511-003,bmad-method-design,,active,PRJ-20260511-005,bmad-method-design,proposal,,,,https://github.com/BMAD/BMAD-METHOD,,,,,pending,,2026-05-11,,,,
P-20260511-004,chatdev-design,,active,PRJ-20260511-006,chatdev-design,proposal,,,,https://github.com/OpenBMB/ChatDev,,,,,pending,,2026-05-11,,,,
P-20260511-005,deepcode-design,,active,PRJ-20260511-007,deepcode-design,proposal,,,,https://github.com/HKUDS/DeepCode,,,,,pending,,2026-05-11,,,,
P-20260511-006,deepseek-coder-design,,active,PRJ-20260511-008,deepseek-coder-design,proposal,,,,https://github.com/deepseek-ai/DeepSeek-Coder,,,,,pending,,2026-05-11,,,,
P-20260509-001,trading-agents-design,,active,PRJ-20260509-001,trading-agents-design,proposal,,,,https://github.com/YeLuo45/trading-agents-design,https://yeluo45.github.io/trading-agents-design,,,,accepted,,20260509,,,,
P-20260507-006,ai-creator-h5,,archived,PRJ-20260419-007,ai-creator-h5,proposal,,,,,,,,,active,,2026-05-07,,,,
P-20260508-001,ai-creator-h5,,archived,PRJ-20260419-007,ai-creator-h5,proposal,,,,,,,,,active,,2026-05-08,,,,
P-20260508-002,ai-creator-h5,,archived,PRJ-20260419-007,ai-creator-h5,proposal,,,,,,,,,active,,2026-05-08,,,,
P-20260512-003,cultivation-simulator,,archived,cultivation-simulator,cultivation-simulator,proposal,,,,,,,pending,pending,pending,,2026-05-12,,,,
P-20260513-003,github-repo-manager,,active,github-repo-manager,github-repo-manager,proposal,,,,,,,,timeout-approved,accepted,,2026-05-13,,,,
P-20260513-002,agent-记忆系统-跨-session-llm-决策记忆,,in_dev,agent-记忆系统-跨-session-llm-决策记忆,agent-记忆系统-跨-session-llm-决策记忆,proposal,,,,,,,timeout-approved,timeout-approved,pending,,2026-05-13,,,,
